transaction_id,year,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Revenue
84124,2025,14:38:16,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
84125,2025,14:39:12,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0
84126,2025,14:40:04,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0
84127,2025,14:40:04,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25
84128,2025,14:41:42,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
84129,2025,14:42:13,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0
84130,2025,14:42:44,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0
84131,2025,14:43:52,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0
84132,2025,14:44:00,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0
84133,2025,14:44:15,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45
84134,2025,14:44:32,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
84135,2025,14:44:32,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
84136,2025,14:45:36,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0
84137,2025,14:46:24,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0
84138,2025,14:47:54,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0
84139,2025,14:48:08,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
84140,2025,14:48:40,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0
84141,2025,14:48:49,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
84142,2025,14:49:23,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
84143,2025,14:50:37,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0
84144,2025,14:51:22,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
84145,2025,14:51:24,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0
84146,2025,14:52:17,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
84147,2025,14:52:57,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45
84148,2025,14:53:18,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0
84149,2025,14:53:18,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
84150,2025,14:53:58,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0
84151,2025,14:55:28,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
84152,2025,14:55:32,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
84153,2025,14:55:32,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25
84154,2025,14:55:36,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45
84155,2025,14:55:44,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0
84156,2025,14:56:21,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
84157,2025,14:57:04,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
84158,2025,14:57:39,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
84159,2025,14:57:39,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25
84160,2025,14:58:07,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0
84161,2025,14:58:07,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
84162,2025,15:00:37,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
84163,2025,15:00:47,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
84164,2025,15:02:50,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0
84165,2025,15:02:50,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25
84166,2025,15:03:00,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0
84167,2025,15:03:31,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0
84168,2025,15:03:50,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0
84169,2025,15:04:10,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
84170,2025,15:05:01,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
84171,2025,15:05:04,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
84172,2025,15:05:08,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0
84173,2025,15:05:25,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0
84174,2025,15:06:15,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0
84175,2025,15:06:54,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0
84176,2025,15:06:59,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0
84177,2025,15:08:00,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0
84178,2025,15:08:10,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
84179,2025,15:08:17,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
84180,2025,15:12:45,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0
84181,2025,15:12:45,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75
84182,2025,15:13:03,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
84183,2025,15:13:13,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
84184,2025,15:14:28,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
84185,2025,15:15:16,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
84186,2025,15:16:29,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5
84187,2025,15:16:31,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
84188,2025,15:17:02,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
84189,2025,15:17:30,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
84190,2025,15:17:31,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0
84191,2025,15:20:07,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
84192,2025,15:20:29,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
84193,2025,15:21:30,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
84194,2025,15:21:38,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0
84195,2025,15:21:38,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
84196,2025,15:22:05,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0
84197,2025,15:22:45,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
84198,2025,15:23:35,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0
84199,2025,15:23:38,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
84200,2025,15:24:04,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0
84201,2025,15:24:04,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
84202,2025,15:24:39,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0
84203,2025,15:25:46,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
84204,2025,15:26:18,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
84205,2025,15:28:15,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0
84206,2025,15:28:24,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
84207,2025,15:29:26,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1
84208,2025,15:29:26,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
84209,2025,15:31:03,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0
84210,2025,15:31:14,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
84211,2025,15:31:24,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
84212,2025,15:31:25,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0
84213,2025,15:31:27,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1
84214,2025,15:31:42,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
84215,2025,15:32:02,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
84216,2025,15:32:40,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
84217,2025,15:33:11,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0
84218,2025,15:34:44,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0
84219,2025,15:35:25,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
84220,2025,15:35:44,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
84221,2025,15:36:16,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0
84222,2025,15:36:30,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0
84223,2025,15:36:37,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
84224,2025,15:36:48,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
84225,2025,15:36:59,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0
84226,2025,15:37:05,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0
84227,2025,15:38:23,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45
84228,2025,15:38:27,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0
84229,2025,15:39:33,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5
84230,2025,15:39:33,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
84231,2025,15:42:48,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0
84232,2025,15:43:04,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
84233,2025,15:43:13,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0
84234,2025,15:43:18,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0
84235,2025,15:44:22,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
84236,2025,15:45:17,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
84237,2025,15:45:48,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0
84238,2025,15:46:20,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0
84239,2025,15:46:26,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0
84240,2025,15:47:04,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0
84241,2025,15:47:07,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0
84242,2025,15:47:33,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0
84243,2025,15:49:42,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
84244,2025,15:50:11,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0
84245,2025,15:50:29,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0
84246,2025,15:51:12,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0
84247,2025,15:51:58,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
84248,2025,15:51:58,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,3.0
84249,2025,15:53:10,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0
84250,2025,15:53:20,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0
84251,2025,15:53:23,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
84252,2025,15:54:10,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0
84253,2025,15:54:43,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1
84254,2025,15:59:19,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
84255,2025,15:59:32,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
84256,2025,15:59:32,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,3.0
84257,2025,16:01:00,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0
84258,2025,16:01:13,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0
84259,2025,16:01:13,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25
84260,2025,16:01:22,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0
84261,2025,16:01:34,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
84262,2025,16:02:37,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
84263,2025,16:02:43,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0
84264,2025,16:02:43,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,3.75
84265,2025,16:02:51,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
84266,2025,16:04:26,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0
84267,2025,16:05:44,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
84268,2025,16:06:05,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0
84269,2025,16:06:05,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75
84270,2025,16:07:34,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0
84271,2025,16:09:43,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0
84272,2025,16:10:56,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0
84273,2025,16:10:56,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25
84274,2025,16:11:27,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
84275,2025,16:11:46,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0
84276,2025,16:12:02,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0
84277,2025,16:12:40,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0
84278,2025,16:12:40,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5
84279,2025,16:13:20,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
84280,2025,16:13:23,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0
84281,2025,16:13:54,1,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0
84282,2025,16:15:22,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0
84283,2025,16:16:27,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0
84284,2025,16:17:56,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
84285,2025,16:17:56,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25
84286,2025,16:17:57,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
84287,2025,16:17:57,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
84288,2025,16:19:03,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,7.5
84289,2025,16:19:14,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
84290,2025,16:19:48,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0
84291,2025,16:19:50,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0
84292,2025,16:20:11,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0
84293,2025,16:21:37,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0
84294,2025,16:22:52,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0
84295,2025,16:24:23,2,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0
84296,2025,16:24:23,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
84297,2025,16:24:48,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0
84298,2025,16:26:15,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
84299,2025,16:26:15,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
84300,2025,16:26:38,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0
84301,2025,16:27:57,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
84302,2025,16:28:45,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
84303,2025,16:28:45,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
84304,2025,16:29:10,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
84305,2025,16:29:40,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
84306,2025,16:29:40,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25
84307,2025,16:30:25,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
84308,2025,16:30:25,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
84309,2025,16:32:56,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0
84310,2025,16:35:04,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
84311,2025,16:35:05,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0
84312,2025,16:35:05,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
84313,2025,16:36:21,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
84314,2025,16:37:30,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
84315,2025,16:38:13,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,3.0
84316,2025,16:40:46,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
84317,2025,16:41:09,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
84318,2025,16:42:50,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0
84319,2025,16:43:01,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0
84320,2025,16:43:01,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
84321,2025,16:43:56,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
84322,2025,16:44:46,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
84323,2025,16:46:34,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
84324,2025,16:46:47,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
84325,2025,16:46:58,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0
84326,2025,16:48:17,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0
84327,2025,16:48:22,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
84328,2025,16:48:22,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75
84329,2025,16:50:13,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0
84330,2025,16:50:23,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
84331,2025,16:50:38,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
84332,2025,16:51:38,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0
84333,2025,16:52:13,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0
84334,2025,16:52:30,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
84335,2025,16:53:58,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0
84336,2025,16:54:06,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
84337,2025,16:54:07,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0
84338,2025,16:54:16,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
84339,2025,16:54:23,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
84340,2025,16:55:10,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0
84341,2025,16:56:50,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
84342,2025,16:57:41,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
84343,2025,16:57:46,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0
84344,2025,16:58:22,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0
84345,2025,16:58:22,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
84346,2025,16:58:29,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0
84347,2025,16:59:11,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
84348,2025,16:59:33,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0
84349,2025,16:59:50,2,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0
84350,2025,17:00:58,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0
84351,2025,17:00:58,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
84352,2025,17:01:03,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0
84353,2025,17:02:15,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
84354,2025,17:02:15,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
84355,2025,17:02:54,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0
84356,2025,17:04:08,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0
84357,2025,17:04:51,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
